marca,km,provincia,precio_usd,carroceria,antiguedad
Peugeot,168000,Buenos Aires (A.M.B.A.),9000.0,Hatchback,15
Ford,80000,Mendoza,11290.32,Sedán,12
Volkswagen,202000,Buenos Aires (A.M.B.A.),7419.35,Sedán,13
Volkswagen,210000,Buenos Aires,16774.19,Pickup,12
Toyota,96000,Buenos Aires,38000.0,SUV,9
Ford,102000,Córdoba,10322.58,Hatchback,10
Alfa Romeo,119000,Ciudad Autónoma Buenos Aires,11800.0,Hatchback,15
Toyota,94000,Ciudad Autónoma Buenos Aires,19225.81,Sedán,5
Renault,76000,Mendoza,8129.03,Hatchback,8
Ford,75000,Ciudad Autónoma Buenos Aires,11290.32,Hatchback,6
Peugeot,199000,Buenos Aires (A.M.B.A.),6451.61,Hatchback,14
Peugeot,123000,Buenos Aires (A.M.B.A.),10322.58,Hatchback,12
FIAT,183500,Buenos Aires (A.M.B.A.),8709.68,Furgón,14
Ford,236000,Buenos Aires (A.M.B.A.),9000.0,SUV,13
Ford,148000,Buenos Aires (A.M.B.A.),17500.0,Pickup,9
FIAT,96000,Córdoba,11161.29,Sedán,6
Toyota,77500,Córdoba,24838.71,SUV,5
Chevrolet,72272,Córdoba,20232.26,SUV,3
Mercedes,147000,Ciudad Autónoma Buenos Aires,18000.0,Minivan,22
Chevrolet,315000,Buenos Aires,10645.16,Pickup,14
Ford,160000,Buenos Aires,27419.35,Pickup,5
Volkswagen,95600,Tucumán,8064.52,Sedán,10
Peugeot,86500,Ciudad Autónoma Buenos Aires,10967.74,SUV,9
FIAT,2100,Ciudad Autónoma Buenos Aires,20451.61,Sedán,1
Peugeot,114000,Buenos Aires (A.M.B.A.),9935.48,Hatchback,12
Citroën,106000,Buenos Aires (A.M.B.A.),8064.52,Hatchback,13
Ford,193000,Buenos Aires (A.M.B.A.),8000.0,Hatchback,17
Citroën,120000,Buenos Aires (A.M.B.A.),10516.13,Furgón,8
Ford,101000,Santa Fe,8709.68,Hatchback,12
Toyota,65000,Neuquén,43870.97,Pickup,4
Renault,210000,Ciudad Autónoma Buenos Aires,7419.35,Hatchback,10
Jeep,53356,San Luis,18387.1,SUV,6
Toyota,55000,Ciudad Autónoma Buenos Aires,13548.39,Sedán,6
BMW,142000,Buenos Aires (A.M.B.A.),16000.0,SUV,13
Peugeot,65000,Córdoba,7419.35,Hatchback,11
Volkswagen,117000,Santa Fe,8064.52,Hatchback,14
Hyundai,40000,Ciudad Autónoma Buenos Aires,22000.0,Coupé,16
Volkswagen,90000,Ciudad Autónoma Buenos Aires,11806.45,Hatchback,5
Audi,91800,Ciudad Autónoma Buenos Aires,27990.0,SUV,7
Renault,99000,Córdoba,7096.77,Hatchback,13
Ford,109000,Ciudad Autónoma Buenos Aires,9225.81,Hatchback,8
Renault,190000,Entre Ríos,9032.26,Hatchback,10
Citroën,133000,Salta,10967.74,Hatchback,7
Ford,35000,Mendoza,20645.16,Pickup,7
FIAT,117000,Córdoba,16645.16,Pickup,8
Toyota,234000,Santa Fe,15161.29,Pickup,11
Volkswagen,123500,Buenos Aires (A.M.B.A.),10838.71,Sedán,11
Ford,154000,Córdoba,8967.1,Hatchback,12
Lifan,108000,Ciudad Autónoma Buenos Aires,11290.32,Pickup,6
Volkswagen,9200,Ciudad Autónoma Buenos Aires,27419.35,SUV,1
Chevrolet,80000,Buenos Aires (A.M.B.A.),16451.61,Sedán,4
Peugeot,70533,Santa Fe,14000.0,Furgón,6
Renault,133000,Córdoba,10322.58,SUV,9
Subaru,99000,Buenos Aires,25500.0,SUV,10
Citroën,133500,Ciudad Autónoma Buenos Aires,10500.0,SUV,12
FIAT,109285,San Luis,9032.26,Hatchback,10
Ford,87000,Salta,14193.55,SUV,8
Audi,77500,Ciudad Autónoma Buenos Aires,34900.0,Sedán,5
FIAT,200000,Buenos Aires,6774.19,Wagon,15
Peugeot,50000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,5
Ford,4900,Ciudad Autónoma Buenos Aires,35500.0,Pickup,1
Volkswagen,30000,Santa Fe,6322.58,Hatchback,19
Honda,136000,Buenos Aires (A.M.B.A.),15500.0,SUV,9
Toyota,95000,Misiones,16129.03,Pickup,5
Peugeot,15000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Volkswagen,148000,Entre Ríos,27741.94,Pickup,5
Toyota,211000,Salta,17741.94,Pickup,18
Nissan,78000,Salta,23225.81,SUV,2
Renault,186000,Ciudad Autónoma Buenos Aires,7741.94,Furgón,13
Peugeot,114243,San Luis,7096.77,Hatchback,14
Renault,90000,Buenos Aires (A.M.B.A.),17741.94,Furgón,4
Peugeot,50000,Ciudad Autónoma Buenos Aires,12903.23,SUV,8
FIAT,180000,Mendoza,5322.58,Hatchback,12
FIAT,136000,Buenos Aires (A.M.B.A.),8225.81,Hatchback,11
Renault,116000,Buenos Aires,10967.74,Hatchback,8
Volkswagen,78500,Mendoza,20645.16,Pickup,7
Renault,128000,Buenos Aires (A.M.B.A.),11741.94,Hatchback,7
Renault,62660,Ciudad Autónoma Buenos Aires,7935.48,Hatchback,8
Ford,143000,Buenos Aires,11500.0,SUV,9
Peugeot,85000,Córdoba,23500.0,SUV,8
Volkswagen,149000,Buenos Aires (A.M.B.A.),12500.0,Sedán,13
Peugeot,23000,Buenos Aires (A.M.B.A.),21000.0,SUV,8
FIAT,90000,Misiones,10645.16,Hatchback,8
Renault,85000,Buenos Aires (A.M.B.A.),11900.0,Hatchback,7
Peugeot,30000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,4
Audi,171000,Corrientes,14516.13,SUV,15
Suzuki,187000,Buenos Aires (A.M.B.A.),4645.16,Hatchback,19
FIAT,31,Córdoba,26428.39,SUV,1
Ford,214000,Buenos Aires,25000.0,Pickup,33
Peugeot,32000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,5
Citroën,21000,Buenos Aires (A.M.B.A.),17419.35,SUV,1
Peugeot,37000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,5
Chevrolet,148000,Mendoza,4838.71,Hatchback,18
Toyota,93500,Chaco,16129.03,Hatchback,5
Citroën,204000,Buenos Aires (A.M.B.A.),7200.0,Minivan,13
Volkswagen,159400,Buenos Aires,9500.0,Sedán,13
Volkswagen,141768,Ciudad Autónoma Buenos Aires,6774.19,Minivan,16
Citroën,131500,Córdoba,8903.23,Sedán,10
KIA,220000,Santa Fe,7741.94,SUV,16
Renault,210000,Mendoza,6903.23,SUV,16
Citroën,170000,Santa Fe,13225.81,Minivan,9
Peugeot,15000,Córdoba,17354.84,Hatchback,1
Ford,400000,San Luis,6580.65,Pickup,46
Nissan,188000,Córdoba,9032.26,Sedán,12
Peugeot,160000,Salta,7096.77,Pickup,13
Nissan,430000,Buenos Aires,4838.71,SUV,34
Peugeot,34000,Ciudad Autónoma Buenos Aires,3870.97,Furgón,7
Nissan,98000,Mendoza,18500.0,SUV,6
FIAT,110000,Misiones,12903.23,Pickup,9
Peugeot,50000,Ciudad Autónoma Buenos Aires,5806.45,SUV,4
Renault,1,Córdoba,25161.29,SUV,0
Ford,49000,Córdoba,12903.23,SUV,5
Peugeot,32000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Citroën,48000,Santa Fe,10903.23,Hatchback,7
Volkswagen,177500,Buenos Aires,13870.97,Sedán,8
Toyota,167000,Buenos Aires (A.M.B.A.),15000.0,Sedán,10
Jeep,56000,Santa Fe,19677.42,SUV,5
Mercedes,19000,Ciudad Autónoma Buenos Aires,27000.0,Hatchback,12
Ford,95500,Mendoza,10000.0,SUV,11
Peugeot,45000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,5
Peugeot,233765,Mendoza,4838.71,Hatchback,19
FIAT,76000,Córdoba,11612.9,Sedán,7
Audi,86000,Ciudad Autónoma Buenos Aires,68900.0,Hatchback,8
Peugeot,162692,Buenos Aires (A.M.B.A.),7741.94,Furgón,14
FIAT,173000,Córdoba,4838.71,Hatchback,16
Ford,44000,Buenos Aires,45096.77,Pickup,1
FIAT,130000,Mendoza,16064.52,Pickup,4
Renault,168000,Entre Ríos,4516.13,Hatchback,20
Peugeot,700000,Misiones,10322.58,Hatchback,9
Renault,171000,Córdoba,15161.29,Furgón,17
Renault,52000,Buenos Aires (A.M.B.A.),12903.23,SUV,4
Volkswagen,22500,Ciudad Autónoma Buenos Aires,2258.06,SUV,2
Honda,130300,Neuquén,13500.0,Hatchback,12
KIA,107000,La Pampa,25000.0,SUV,8
Ford,188000,Buenos Aires,12000.0,Hatchback,11
Volkswagen,20000,Ciudad Autónoma Buenos Aires,2258.06,SUV,2
Toyota,50000,Ciudad Autónoma Buenos Aires,12516.13,Sedán,8
Honda,186000,Buenos Aires (A.M.B.A.),13000.0,Sedán,12
Volkswagen,168500,Buenos Aires,10000.0,Sedán,12
Chevrolet,148000,Buenos Aires (A.M.B.A.),15000.0,Hatchback,9
Peugeot,38000,Ciudad Autónoma Buenos Aires,28000.0,SUV,4
Ford,181215,Córdoba,20000.0,Pickup,10
Ford,176800,Córdoba,16129.03,Pickup,11
Citroën,142000,Buenos Aires (A.M.B.A.),7200.0,Minivan,17
Ford,260000,Mendoza,3548.39,Hatchback,22
Hyundai,195000,Ciudad Autónoma Buenos Aires,6900.0,Hatchback,15
Ford,90000,Tucumán,23225.81,Pickup,8
Ford,198000,Ciudad Autónoma Buenos Aires,18900.0,Pickup,12
Nissan,9700,Buenos Aires (A.M.B.A.),18064.52,Sedán,3
Peugeot,36000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Chevrolet,139000,Córdoba,9999.35,SUV,12
Chevrolet,175000,Ciudad Autónoma Buenos Aires,12500.0,Sedán,8
Ford,29000,Entre Ríos,22903.23,Pickup,2
FIAT,202000,Buenos Aires (A.M.B.A.),5612.9,Wagon,19
Ford,153000,Buenos Aires (A.M.B.A.),11741.94,SUV,11
Alfa Romeo,132000,Córdoba,11290.32,Hatchback,13
Hyundai,10000,Ciudad Autónoma Buenos Aires,20000.0,Hatchback,1
Volkswagen,134000,Santa Fe,9354.84,Hatchback,10
Nissan,82000,Buenos Aires (A.M.B.A.),10193.55,Hatchback,9
Chevrolet,88514,Buenos Aires,10000.0,Sedán,11
Chevrolet,2500,Misiones,23870.97,SUV,1
MINI,123000,Ciudad Autónoma Buenos Aires,21900.0,SUV,9
Volkswagen,82000,Córdoba,11096.77,Hatchback,7
Renault,96000,Salta,9677.42,Hatchback,8
Peugeot,115000,Ciudad Autónoma Buenos Aires,9677.42,SUV,10
Mercedes,47000,Tucumán,24516.13,Cabriolet,8
Volkswagen,50000,Ciudad Autónoma Buenos Aires,18000.0,Sedán,10
Ford,173000,Córdoba,9677.42,SUV,12
Citroën,34890,Misiones,11612.9,Sedán,8
Peugeot,112000,Ciudad Autónoma Buenos Aires,11000.0,SUV,10
DS,16000,Tucumán,14900.0,Hatchback,8
Chevrolet,66000,Ciudad Autónoma Buenos Aires,9800.0,Hatchback,9
Chevrolet,118000,Ciudad Autónoma Buenos Aires,7870.97,Sedán,11
Jeep,80100,Córdoba,19900.0,SUV,5
Citroën,85500,Buenos Aires,8709.68,Sedán,12
Ford,1000,Mendoza,19500.0,Clásico,97
Chevrolet,233765,Mendoza,7741.94,Pickup,14
Chevrolet,267000,Córdoba,6774.19,Hatchback,18
Renault,161700,Córdoba,12192.9,SUV,8
Peugeot,64000,Ciudad Autónoma Buenos Aires,9967.74,Furgón,7
Renault,78000,Chaco,12258.06,SUV,10
Renault,146000,Buenos Aires (A.M.B.A.),6451.61,Furgón,14
Toyota,17000,Ciudad Autónoma Buenos Aires,48900.0,Hatchback,5
Volkswagen,118000,Ciudad Autónoma Buenos Aires,2580.65,Hatchback,30
FIAT,163867,Buenos Aires (A.M.B.A.),7741.94,Sedán,11
Citroën,54000,Córdoba,10838.71,Hatchback,6
Volkswagen,135100,Mendoza,8387.1,Minivan,12
Peugeot,87000,Ciudad Autónoma Buenos Aires,7677.42,Sedán,12
Peugeot,59000,Ciudad Autónoma Buenos Aires,11806.45,Hatchback,8
Ford,100000,Ciudad Autónoma Buenos Aires,11290.32,Hatchback,8
FIAT,150000,Córdoba,16116.13,Pickup,3
FIAT,280000,Ciudad Autónoma Buenos Aires,9032.26,Hatchback,8
Toyota,106000,Ciudad Autónoma Buenos Aires,20500.0,Sedán,6
FIAT,103700,Jujuy,10322.58,Hatchback,7
Renault,220000,Buenos Aires (A.M.B.A.),3500.0,Hatchback,21
Toyota,46200,Córdoba,12903.23,Sedán,3
Renault,153000,Mendoza,5806.45,Hatchback,11
Volkswagen,141000,Santa Fe,16774.19,Sedán,10
Ford,175000,Buenos Aires,8322.58,Hatchback,15
Chevrolet,69500,Chaco,9032.26,Sedán,10
Chevrolet,162812,Entre Ríos,4516.13,Hatchback,17
Peugeot,90000,Buenos Aires (A.M.B.A.),13500.0,Hatchback,8
Mercedes,160000,Buenos Aires,18000.0,Sedán,8
Chevrolet,113000,Buenos Aires (A.M.B.A.),14150.0,Sedán,9
Renault,129000,Córdoba,10516.13,SUV,9
Chevrolet,120000,Buenos Aires,12580.65,SUV,8
Volkswagen,170000,Ciudad Autónoma Buenos Aires,21500.0,Pickup,11
Volkswagen,47000,Ciudad Autónoma Buenos Aires,9548.39,Hatchback,2
Ford,200000,San Juan,9677.42,Pickup,40
Citroën,46000,Neuquén,14838.71,SUV,4
Hyundai,190000,Ciudad Autónoma Buenos Aires,26500.0,SUV,9
Renault,780000,Ciudad Autónoma Buenos Aires,11612.9,Hatchback,6
Renault,121000,Córdoba,8903.23,SUV,12
Audi,102000,Ciudad Autónoma Buenos Aires,21900.0,Hatchback,9
Jeep,41804,Córdoba,28322.58,SUV,4
Chevrolet,43000,Ciudad Autónoma Buenos Aires,20000.0,Sedán,3
Chevrolet,48500,Santiago del Estero,16774.19,Sedán,6
Mercedes,92000,Ciudad Autónoma Buenos Aires,23899.0,Sedán,18
Peugeot,21000,Ciudad Autónoma Buenos Aires,13870.97,Hatchback,5
Chevrolet,65000,Santa Fe,16129.03,Sedán,4
Ford,76200,Mendoza,9300.0,Hatchback,11
Volkswagen,175000,Buenos Aires,9032.26,Minivan,12
FIAT,127500,Buenos Aires (A.M.B.A.),6129.03,Hatchback,15
Toyota,7000,Buenos Aires (A.M.B.A.),20000.0,Hatchback,1
Citroën,160000,Buenos Aires (A.M.B.A.),6774.19,Minivan,13
Peugeot,86000,Chaco,9677.42,Hatchback,12
Ford,98500,Ciudad Autónoma Buenos Aires,27000.0,Pickup,10
FIAT,152000,Buenos Aires (A.M.B.A.),7741.94,Sedán,5
Peugeot,165000,Buenos Aires (A.M.B.A.),5032.26,Hatchback,19
Chevrolet,126500,Buenos Aires (A.M.B.A.),8193.55,Sedán,10
Ford,47000,Ciudad Autónoma Buenos Aires,26387.1,SUV,3
Citroën,83000,Ciudad Autónoma Buenos Aires,10990.0,Sedán,12
Peugeot,75000,Buenos Aires (A.M.B.A.),10193.55,Furgón,8
Volkswagen,109000,Ciudad Autónoma Buenos Aires,5490.0,Hatchback,32
Audi,102000,Ciudad Autónoma Buenos Aires,28500.0,Sedán,6
Chevrolet,152000,Ciudad Autónoma Buenos Aires,5677.42,Minivan,15
Peugeot,56000,Ciudad Autónoma Buenos Aires,5161.29,Hatchback,7
Peugeot,45000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,7
Peugeot,86000,Buenos Aires,9870.97,Hatchback,10
Volkswagen,198000,Mendoza,1225.81,Sedán,15
Peugeot,7000,Ciudad Autónoma Buenos Aires,19500.0,Hatchback,1
Citroën,155000,San Luis,10000.0,Sedán,9
Ford,65500,Ciudad Autónoma Buenos Aires,15290.32,SUV,8
Peugeot,86000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,10
Peugeot,158000,Ciudad Autónoma Buenos Aires,7735.48,Hatchback,12
Renault,118500,Ciudad Autónoma Buenos Aires,5161.29,Hatchback,20
Audi,135000,Ciudad Autónoma Buenos Aires,56000.0,SUV,8
Toyota,130000,Ciudad Autónoma Buenos Aires,13870.97,Sedán,10
Chevrolet,96000,Ciudad Autónoma Buenos Aires,8032.26,Sedán,11
Ford,154000,Buenos Aires (A.M.B.A.),5741.94,Hatchback,14
Volkswagen,125600,Ciudad Autónoma Buenos Aires,7805.81,Sedán,17
FIAT,118000,Ciudad Autónoma Buenos Aires,8064.52,Hatchback,11
Toyota,110000,Córdoba,14000.0,Sedán,10
Peugeot,127000,Buenos Aires (A.M.B.A.),8645.16,Hatchback,13
Renault,60400,Entre Ríos,15483.87,Hatchback,5
RAM,95010,Entre Ríos,43000.0,Pickup,6
FIAT,95000,Buenos Aires (A.M.B.A.),8967.74,Hatchback,10
Chevrolet,165000,Mendoza,6129.03,Sedán,14
Peugeot,17460,Córdoba,15806.45,Hatchback,4
Mercedes,95000,Buenos Aires,27000.0,Hatchback,13
Ford,108000,Córdoba,12258.06,Hatchback,6
Peugeot,40000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,5
Toyota,99000,Córdoba,15419.35,Hatchback,5
Honda,61000,Mendoza,25161.29,SUV,4
Renault,122500,Córdoba,11290.32,SUV,11
Chevrolet,175000,San Luis,15161.29,Sedán,9
Hyundai,142000,Buenos Aires,29000.0,Minivan,10
Ford,102300,Entre Ríos,11612.9,Hatchback,11
FIAT,53000,Buenos Aires (A.M.B.A.),20129.03,SUV,3
Volkswagen,151000,Buenos Aires,8709.68,Sedán,13
Toyota,49000,Buenos Aires (A.M.B.A.),17096.77,Sedán,5
Volkswagen,192000,Mendoza,7419.35,Hatchback,13
FIAT,154000,Córdoba,11612.9,Pickup,10
Peugeot,21000,Córdoba,17419.35,Hatchback,2
Audi,124000,Mendoza,16500.0,Sedán,13
FIAT,35000,Misiones,18064.52,Pickup,2
Volkswagen,163000,Córdoba,26000.0,Pickup,11
Mercedes,88000,Ciudad Autónoma Buenos Aires,45000.0,Sedán,8
RAM,18500,Ciudad Autónoma Buenos Aires,39500.0,Pickup,2
Peugeot,62000,Buenos Aires (A.M.B.A.),15500.0,Hatchback,8
Chevrolet,109000,Mendoza,4516.13,Hatchback,24
Citroën,119000,Mendoza,9354.19,Hatchback,12
Ford,200000,Córdoba,5419.35,Hatchback,22
Chevrolet,112000,Buenos Aires (A.M.B.A.),5161.29,Hatchback,15
Nissan,183000,Ciudad Autónoma Buenos Aires,6064.52,Sedán,15
Chevrolet,88500,Santa Fe,13548.39,SUV,8
Ford,40000,Ciudad Autónoma Buenos Aires,12645.16,Hatchback,6
Geely,99000,Buenos Aires (A.M.B.A.),12000.0,SUV,8
Renault,104000,Buenos Aires (A.M.B.A.),7741.94,Hatchback,13
Toyota,85700,Ciudad Autónoma Buenos Aires,18500.0,Sedán,8
Renault,20000,Ciudad Autónoma Buenos Aires,9900.0,Hatchback,11
Chevrolet,50000,Buenos Aires,16451.61,Sedán,5
Volkswagen,25000,Ciudad Autónoma Buenos Aires,4516.13,SUV,2
FIAT,177000,Córdoba,5483.87,Sedán,18
Renault,104000,Ciudad Autónoma Buenos Aires,11900.0,Pickup,10
Volkswagen,121850,Entre Ríos,17741.94,SUV,5
Volkswagen,130000,Córdoba,22580.65,Pickup,4
Peugeot,50000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,7
Peugeot,37000,Ciudad Autónoma Buenos Aires,12903.23,Furgón,4
Peugeot,25000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,3
Peugeot,25500,Ciudad Autónoma Buenos Aires,5290.32,Hatchback,3
Renault,230000,Buenos Aires,7096.77,Furgón,15
Volkswagen,128000,Buenos Aires (A.M.B.A.),10645.16,Hatchback,6
FIAT,146000,Mendoza,7096.77,Sedán,11
Ford,59000,Córdoba,2774.19,Pickup,52
Citroën,1100,Formosa,17419.35,SUV,1
Chevrolet,37500,Buenos Aires (A.M.B.A.),13354.84,Minivan,9
FIAT,65000,Santa Fe,10967.74,Sedán,7
Volkswagen,210000,Buenos Aires,6774.19,Sedán,15
Hyundai,92000,Salta,21000.0,Pickup,9
Volkswagen,195000,Mendoza,5483.87,Hatchback,14
Renault,77000,Mendoza,7735.48,Hatchback,13
Peugeot,16000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,2
FIAT,89351,Córdoba,11548.39,Hatchback,8
FIAT,125000,Chubut,9548.39,Wagon,10
FIAT,46500,Ciudad Autónoma Buenos Aires,13096.77,Sedán,3
FIAT,179000,Ciudad Autónoma Buenos Aires,12129.03,Pickup,9
Ford,122000,Buenos Aires (A.M.B.A.),14451.61,SUV,7
Volkswagen,140000,Buenos Aires (A.M.B.A.),22800.0,Pickup,11
Volkswagen,164000,San Luis,9870.97,Sedán,12
Peugeot,12000,Ciudad Autónoma Buenos Aires,15161.29,Hatchback,3
Ford,38000,Buenos Aires,31000.0,Pickup,3
Renault,142000,Buenos Aires,11677.42,SUV,9
Chevrolet,284000,Buenos Aires (A.M.B.A.),1935.48,Hatchback,22
Volkswagen,157000,Entre Ríos,31290.32,Pickup,2
Jeep,12500,Ciudad Autónoma Buenos Aires,30967.74,SUV,1
FIAT,30000,Buenos Aires (A.M.B.A.),18064.52,Sedán,1
KIA,169000,Ciudad Autónoma Buenos Aires,17000.0,SUV,9
Mercedes,6400,Mendoza,45000.0,Sedán,6
Ford,155000,Buenos Aires,11999.0,SUV,12
Peugeot,125000,Mendoza,10322.58,Hatchback,13
Volkswagen,195000,Buenos Aires,7096.77,Sedán,18
Peugeot,72000,Ciudad Autónoma Buenos Aires,7096.77,Furgón,4
Chevrolet,125000,Buenos Aires (A.M.B.A.),10903.23,Sedán,8
Peugeot,100000,Ciudad Autónoma Buenos Aires,11290.32,SUV,10
Chevrolet,85000,Córdoba,9548.39,Hatchback,7
Renault,130000,Buenos Aires (A.M.B.A.),27000.0,Pickup,5
Renault,86000,Córdoba,9032.26,Hatchback,8
Renault,299000,Buenos Aires (A.M.B.A.),3741.94,Hatchback,19
Volkswagen,95700,Buenos Aires,15354.84,Sedán,8
Chevrolet,45000,Mendoza,12903.23,Minivan,8
Volkswagen,35000,Buenos Aires (A.M.B.A.),22700.0,SUV,6
Ford,129700,Mendoza,3032.26,Hatchback,19
Volkswagen,140000,Buenos Aires,16129.03,Pickup,12
Volkswagen,500,Buenos Aires (A.M.B.A.),28500.0,SUV,0
Chevrolet,162000,Córdoba,4838.71,Hatchback,13
Ford,172000,Buenos Aires,3806.45,Hatchback,23
Peugeot,3000,Buenos Aires (A.M.B.A.),17741.94,Hatchback,1
Volkswagen,153000,San Luis,8903.23,Hatchback,14
Ford,206700,Mendoza,17096.77,Pickup,12
Hyundai,108000,Tucumán,18129.03,SUV,9
Ford,172000,Buenos Aires,9032.26,SUV,13
FIAT,106000,Ciudad Autónoma Buenos Aires,6129.03,Hatchback,13
Toyota,223000,Santa Fe,11935.48,SUV,23
Renault,600000,Santa Fe,2774.19,Clásico,33
Ford,23000,Buenos Aires (A.M.B.A.),44000.0,Pickup,3
Citroën,134800,Buenos Aires (A.M.B.A.),4838.71,Hatchback,16
Renault,31000,Ciudad Autónoma Buenos Aires,10903.23,Hatchback,7
Chevrolet,103000,Buenos Aires (A.M.B.A.),9000.0,Hatchback,12
Chevrolet,117000,Ciudad Autónoma Buenos Aires,10322.58,Sedán,10
Renault,102000,Buenos Aires,33000.0,Sedán,10
Volkswagen,99000,Córdoba,25806.45,Pickup,6
Peugeot,108000,Buenos Aires (A.M.B.A.),7500.0,Hatchback,12
Toyota,175000,Buenos Aires (A.M.B.A.),26645.16,Pickup,10
Jeep,50000,Ciudad Autónoma Buenos Aires,17032.26,SUV,6
FIAT,85000,Ciudad Autónoma Buenos Aires,8967.74,Hatchback,10
Ford,123000,Buenos Aires,9000.0,Hatchback,11
Toyota,75000,Ciudad Autónoma Buenos Aires,33900.0,SUV,4
FIAT,80000,Ciudad Autónoma Buenos Aires,9354.84,Hatchback,8
Chevrolet,191000,Buenos Aires,8800.0,Minivan,13
Peugeot,141000,Ciudad Autónoma Buenos Aires,4451.61,Hatchback,23
Renault,74000,Buenos Aires (A.M.B.A.),13225.81,SUV,8
Chevrolet,128000,Buenos Aires,13225.81,Sedán,9
Renault,82000,Buenos Aires (A.M.B.A.),10903.23,SUV,9
Peugeot,50000,Ciudad Autónoma Buenos Aires,18709.68,SUV,4
Volkswagen,190000,Buenos Aires,16000.0,Pickup,11
Chevrolet,230000,Buenos Aires (A.M.B.A.),10400.0,Minivan,9
Volkswagen,96300,Buenos Aires,9354.84,Sedán,13
Citroën,92000,Córdoba,12451.61,SUV,4
Ford,1100,Buenos Aires (A.M.B.A.),32258.06,SUV,1
Ford,145000,Buenos Aires,7612.9,Hatchback,14
Peugeot,22000,Ciudad Autónoma Buenos Aires,6129.03,Hatchback,4
Renault,98000,Formosa,8380.65,SUV,14
Volkswagen,110000,Mendoza,17741.94,Pickup,9
Peugeot,60000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,7
FIAT,167000,Buenos Aires (A.M.B.A.),7096.77,Sedán,13
Volkswagen,180000,Neuquén,6500.0,Minivan,17
Ford,149000,San Luis,10709.68,Sedán,9
Peugeot,156000,Buenos Aires (A.M.B.A.),8064.52,Furgón,13
Suzuki,116000,Santa Fe,7412.9,Hatchback,16
Ford,71000,Tucumán,14000.0,SUV,5
Ford,86950,Buenos Aires,12000.0,Hatchback,13
Volkswagen,82000,Misiones,13225.81,Hatchback,4
Renault,115500,La Pampa,7419.35,SUV,14
FIAT,145000,Córdoba,8064.52,Hatchback,13
Volkswagen,119000,Mendoza,11290.32,Hatchback,9
DS,108000,Ciudad Autónoma Buenos Aires,23000.0,SUV,5
Volkswagen,86600,Santa Fe,8193.55,Hatchback,12
Toyota,39500,Ciudad Autónoma Buenos Aires,24500.0,SUV,4
Peugeot,260000,Mendoza,5161.29,Hatchback,17
Jeep,24000,Buenos Aires (A.M.B.A.),31000.0,SUV,2
Honda,180000,Ciudad Autónoma Buenos Aires,8500.0,Hatchback,17
Ford,172000,San Luis,10193.55,SUV,13
Dodge,87000,Buenos Aires,44800.0,Pickup,6
Ford,150000,Ciudad Autónoma Buenos Aires,8387.1,SUV,12
FIAT,127000,Santa Fe,7419.35,Hatchback,11
Chevrolet,91000,Santa Fe,16064.52,Hatchback,5
Volkswagen,125000,Mendoza,9677.42,Hatchback,8
Honda,230000,Buenos Aires (A.M.B.A.),6387.1,SUV,28
Ford,105000,Ciudad Autónoma Buenos Aires,13500.0,Hatchback,9
Ford,82000,Córdoba,9354.84,Hatchback,11
Ford,115000,Buenos Aires (A.M.B.A.),11300.0,Hatchback,12
Renault,145000,Córdoba,7096.77,Furgón,13
Peugeot,48000,Chaco,9354.84,SUV,8
KIA,218000,Chubut,11612.9,SUV,18
Citroën,100000,Entre Ríos,5161.29,Hatchback,19
Chery,73349,Buenos Aires,4516.13,Hatchback,11
Renault,850000,Misiones,2903.23,Furgón,2
Honda,95000,Ciudad Autónoma Buenos Aires,18064.52,SUV,8
Citroën,202000,Buenos Aires (A.M.B.A.),8064.52,Hatchback,12
Renault,40700,Santa Fe,13870.97,SUV,6
Ford,157000,Ciudad Autónoma Buenos Aires,7612.9,Hatchback,15
Peugeot,16000,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,4
Renault,95000,Buenos Aires,17000.0,SUV,13
Citroën,144000,Chubut,10000.0,Sedán,8
Suzuki,194000,Santa Fe,4838.71,Hatchback,17
Nissan,196000,Ciudad Autónoma Buenos Aires,5483.87,Sedán,15
Peugeot,100000,Buenos Aires,12193.55,Hatchback,7
Jeep,800000,Ciudad Autónoma Buenos Aires,23870.97,SUV,5
Peugeot,54000,Ciudad Autónoma Buenos Aires,14193.55,SUV,5
Toyota,134000,Ciudad Autónoma Buenos Aires,17800.0,SUV,12
Peugeot,100000,Santa Fe,13548.39,Hatchback,6
