marca,modelo,anio,km,precio,moneda,ciudad,provincia
Renault,Fluence,2017,176000,12000000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
Ford,Ranger,2023,132500,5000000.0,ARS,Florencio Varela,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2024,39000,20000.0,USD,Mataderos,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2023,44000,31000000.0,ARS,San Miguel de Tucumán,Tucumán
Audi,A1 Sportback,2017,122000,20500.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
Citroën,Basalt,2026,1,27000000.0,ARS,Colegiales,Ciudad Autónoma Buenos Aires
Mercedes,Sprinter Combi,2010,150000,20500.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Renault,Kangoo,2015,190000,14000000.0,ARS,Glew,Buenos Aires (A.M.B.A.)
Toyota,SW4,2021,161000,36900.0,USD,Puerto Madero,Ciudad Autónoma Buenos Aires
Citroën,Berlingo Furgón,2015,217000,13000000.0,ARS,Eldorado,Misiones
FIAT,Cronos,2021,82000,20000000.0,ARS,La Plata,Buenos Aires
Renault,Kangoo Express,2010,200000,11000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Honda,CR-V,2021,84000,35500.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Dodge,Journey,2011,120000,20000000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
Ford,Focus,2016,84000,15900000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Nissan,X-Trail,2024,39000,53000000.0,ARS,Córdoba,Córdoba
Volkswagen,Golf,2017,87000,21000.0,USD,Almagro,Ciudad Autónoma Buenos Aires
Peugeot,Partner,2016,160000,15500000.0,ARS,Córdoba,Córdoba
Dodge,Journey,2010,138000,12000000.0,ARS,Victoria,Entre Ríos
Nissan,March,2017,20291,13000.0,USD,La Plata,Buenos Aires
Peugeot,207 Compact,2009,82000,8990000.0,ARS,Pontevedra,Buenos Aires (A.M.B.A.)
Suzuki,Fun,2006,215000,5300000.0,ARS,La Plata,Buenos Aires
Toyota,Hilux,2018,105000,39800000.0,ARS,Villa Allende,Córdoba
Renault,Duster,2013,146000,13800000.0,ARS,Córdoba,Córdoba
Chevrolet,S 10,2018,105000,39900000.0,ARS,Villa Lynch Pueyrredon,Buenos Aires
Volkswagen,Taos,2024,12000,5999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Nissan,Frontier,2022,100000,39900000.0,ARS,Cañada de Gomez,Santa Fe
Renault,Logan,2018,309000,12000000.0,ARS,Puerto Madero,Ciudad Autónoma Buenos Aires
Zanella,Force Truck,2024,40000,14500.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Honda,Civic,1992,183000,5990.0,USD,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,S 10,2004,470,6000000.0,ARS,General Pinedo,Chaco
Toyota,Hilux,2025,13000,25500.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Volkswagen,Amarok,2017,180000,25000000.0,ARS,Perico,Jujuy
FIAT,Siena,2015,106000,10500000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2021,88000,23500000.0,ARS,Posadas,Misiones
Mercedes,Clase A Sedán,2020,74000,29500.0,USD,Rosario,Santa Fe
Toyota,Corolla,2013,190000,15500000.0,ARS,Salta,Salta
Chevrolet,Prisma Joy,2020,66000,15500000.0,ARS,San Benito,Entre Ríos
Toyota,Hilux,2019,137000,38900000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Chevrolet,S 10,2021,91000,30500000.0,ARS,Ayacucho,Buenos Aires
Toyota,Corolla,2014,137294,19000000.0,ARS,Córdoba,Córdoba
FIAT,Cronos,2022,54000,19900000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Ka,2011,130000,6900000.0,ARS,Córdoba,Córdoba
Volvo,V70,1997,171000,4000000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Mercedes,Clase SLK,2013,57108,33000000.0,ARS,Salta,Salta
Nissan,NP 300 Frontier,2016,114000,20000.0,USD,San Carlos de Bariloche,Río Negro
Chevrolet,Classic,2012,130000,9700000.0,ARS,Luján,Buenos Aires
Citroën,C4 Cactus,2021,105000,21000000.0,ARS,San Eduardo,Santa Fe
Renault,Clio Mío,2013,120000,10500000.0,ARS,Rosario,Santa Fe
Peugeot,408,2019,155000,13000000.0,ARS,Funes,Santa Fe
Peugeot,208,2018,95000,18000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Renault,Logan,2019,102000,16000000.0,ARS,Córdoba,Córdoba
Chevrolet,S 10,2019,118000,41900000.0,ARS,Villa Lynch Pueyrredon,Buenos Aires
Honda,Fit,2008,180000,6800.0,USD,Belgrano,Ciudad Autónoma Buenos Aires
Peugeot,208,2025,28900,19500.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Volkswagen,Polo,2016,93000,17500000.0,ARS,Saavedra,Ciudad Autónoma Buenos Aires
FIAT,Toro,2018,122000,17900.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Peugeot,308,2018,150000,17900000.0,ARS,Pasco,Córdoba
Volkswagen,Fox,2012,115000,11700000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Foton,Aumark TM1 Cabina Simple,2021,108000,24800000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2024,31000,32000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Renault,Duster,2017,48500,21000000.0,ARS,Villa Gobernador Galvez,Santa Fe
Toyota,Corolla Cross,2021,29400,37000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,Agile,2011,72000,12100000.0,ARS,Recoleta,Ciudad Autónoma Buenos Aires
Nissan,Kicks,2019,150000,23500000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
Renault,Stepway,2020,146000,18500000.0,ARS,Rosario,Santa Fe
Volkswagen,Amarok,2022,61000,31500000.0,ARS,Formosa,Formosa
Renault,Kangoo,2016,133000,16000000.0,ARS,Guaymallén,Mendoza
Citroën,C4 Cactus,2019,86000,12500000.0,ARS,Río Cuarto,Córdoba
Nissan,Frontier,2020,152500,30500000.0,ARS,Mendiolaza,Córdoba
Volkswagen,Gol Trend,2011,150000,7500.0,USD,Balvanera,Ciudad Autónoma Buenos Aires
Ford,Territory,2022,85000,23000.0,USD,La Plata,Buenos Aires
Volkswagen,Taos,2024,15000,7999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,up!,2019,93000,13800.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Peugeot,308,2021,37000,23000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,Corolla Cross Hybrid,2024,59000,48000000.0,ARS,Córdoba,Córdoba
Chevrolet,Sonic,2016,124000,12500000.0,ARS,Villa Devoto,Ciudad Autónoma Buenos Aires
Peugeot,Partner Patagónica,2003,294000,5600000.0,ARS,Castelar,Buenos Aires (A.M.B.A.)
Ford,EcoSport,2018,170000,16400000.0,ARS,Benavidez,Buenos Aires (A.M.B.A.)
Ford,Fiesta Kinetic,2014,137600,9900.0,USD,Malvinas Argentinas,Buenos Aires (A.M.B.A.)
Ford,Ka,2018,75000,10500.0,USD,Córdoba,Córdoba
Mercedes,Sprinter,2015,254000,20000.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Peugeot,308,2013,143000,10500000.0,ARS,Córdoba,Córdoba
Citroën,C3 Aircross,2011,168450,8000.0,USD,Avellaneda,Buenos Aires (A.M.B.A.)
Toyota,Corolla,2026,1000,49990000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
FIAT,Punto,2012,103000,11900000.0,ARS,Córdoba,Córdoba
Volkswagen,Taos,2024,17000,6999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2017,66200,16000.0,USD,Almagro,Ciudad Autónoma Buenos Aires
Ford,Kuga,2012,164000,12500000.0,ARS,Córdoba,Córdoba
Ford,Ka,2017,86000,15500000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Volkswagen,Amarok,2024,45000,48500000.0,ARS,Villaguay,Entre Ríos
Chevrolet,Onix,2016,118000,1400000.0,ARS,Córdoba,Córdoba
FIAT,Siena,2013,373382,8800000.0,ARS,Córdoba,Córdoba
BAIC,BJ30,2026,1,34000.0,USD,Colegiales,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2014,67700,13500000.0,ARS,Parana,Entre Ríos
Chery,Tiggo 7 Pro Hybrid,2026,1,29500.0,USD,Colegiales,Ciudad Autónoma Buenos Aires
Renault,Stepway,2023,121300,22000000.0,ARS,Córdoba,Córdoba
Chevrolet,Tracker,2023,74952,27000000.0,ARS,Córdoba,Córdoba
Volkswagen,up!,2015,139000,14500000.0,ARS,Parana,Entre Ríos
Volkswagen,Nivus,2024,25000,3499999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2012,138000,9900000.0,ARS,Parque Chacabuco,Ciudad Autónoma Buenos Aires
Volkswagen,Golf,2015,144200,22000000.0,ARS,Parana,Entre Ríos
Peugeot,208,2014,93000,11500000.0,ARS,Las Heras,Mendoza
Peugeot,408,2018,67000,15600000.0,ARS,Villa Devoto,Ciudad Autónoma Buenos Aires
Honda,HR-V,2017,120000,25000000.0,ARS,Parana,Entre Ríos
Citroën,C3,2019,63303,18900000.0,ARS,Córdoba,Córdoba
Ford,Ka,2019,50000,17900000.0,ARS,San Francisco,Córdoba
Toyota,Corolla,2015,106000,15500.0,USD,La Plata,Buenos Aires
Toyota,Etios Hatchback,2016,157000,10000.0,USD,Córdoba,Córdoba
Renault,Fluence,2016,116000,12500000.0,ARS,Monserrat,Ciudad Autónoma Buenos Aires
Volkswagen,Gol,2009,177000,7500000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2024,7500,34000000.0,ARS,Tandil,Buenos Aires
Audi,A4,2013,131000,25000000.0,ARS,Posadas,Misiones
Peugeot,208,2020,29300,14500.0,USD,General Rodriguez,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2024,21500,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Cruze,2022,54000,29000000.0,ARS,Guaymallén,Mendoza
Foton,Aumark TM1 Cabina Doble,2022,40000,17000.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Volkswagen,up!,2018,87000,10300.0,USD,Parque Avellaneda,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2018,112000,17000000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
Toyota,Corolla,2025,7000,29000.0,USD,Palermo,Ciudad Autónoma Buenos Aires
Zanella,Force Truck,2024,40000,13200.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
FIAT,Strada,2024,20000,5000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Peugeot,2008,2025,4000,12000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Mercedes,Sprinter Chasis,2014,160000,22500.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2024,60000,28800000.0,ARS,Córdoba,Córdoba
Citroën,C4 Lounge,2020,74000,22000000.0,ARS,San Francisco,Córdoba
Toyota,Hilux,2013,273000,24000000.0,ARS,San Rafael,Mendoza
Chevrolet,Celta,2011,160,7500000.0,ARS,Godoy Cruz,Mendoza
Suzuki,Swift,2009,158000,7000.0,USD,Garin,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2024,13500,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2025,15300,46500000.0,ARS,Córdoba,Córdoba
Peugeot,308,2017,71300,18300000.0,ARS,Dorrego,Mendoza
Renault,Logan,2018,110000,16000000.0,ARS,Mendoza,Mendoza
Toyota,Etios Hatchback,2018,18500,17500.0,USD,Córdoba,Córdoba
Toyota,Corolla,2022,43353,26500.0,USD,La Plata,Buenos Aires
Chevrolet,Sonic,2016,123000,14500000.0,ARS,La Pala,Buenos Aires
FIAT,Cronos,2024,32018,25000000.0,ARS,Córdoba,Córdoba
Dodge,Journey,2013,132000,11900.0,USD,Saavedra,Ciudad Autónoma Buenos Aires
Ford,Focus,2010,158577,8500000.0,ARS,Córdoba,Córdoba
FIAT,Fastback Abarth,2024,25000,8000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Vento,2016,35500,17500.0,USD,Flores,Ciudad Autónoma Buenos Aires
Jeep,Compass,2019,91500,20000.0,USD,La Plata,Buenos Aires
Peugeot,208,2019,73000,7000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2022,50000,2999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2014,125000,13200000.0,ARS,La Plata,Buenos Aires
Renault,Sandero,2020,96411,19500000.0,ARS,Córdoba,Córdoba
Suzuki,Fun,2008,155000,6500000.0,ARS,Lanus,Buenos Aires (A.M.B.A.)
Volkswagen,Golf,2016,80000,17500.0,USD,Villa Lugano,Ciudad Autónoma Buenos Aires
FIAT,Palio Weekend,2014,245000,13000000.0,ARS,Casilda,Santa Fe
Citroën,C4,2009,177544,5300.0,USD,San Isidro,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2024,20000,3999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Renault,Logan,2018,79700,15000000.0,ARS,San Vicente,Buenos Aires
BAIC,BJ30,2026,1,31000.0,USD,Colegiales,Ciudad Autónoma Buenos Aires
Toyota,Hilux,2022,62300,33500.0,USD,Temperley,Buenos Aires (A.M.B.A.)
Ford,Transit Chasis,2014,120000,30700000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Peugeot,207 Compact Sedán,2012,156300,6680.0,USD,Temperley,Buenos Aires (A.M.B.A.)
Ford,Escort,1994,159800,4500000.0,ARS,San Martin,Buenos Aires (A.M.B.A.)
Ford,EcoSport,2010,296000,5900.0,USD,Escobar,Buenos Aires (A.M.B.A.)
RAM,1500,2024,45800,59900.0,USD,Guillermo Hudson,Buenos Aires (A.M.B.A.)
Ford,Bronco Sport,2025,26300,52900000.0,ARS,Villa Santa Rita,Ciudad Autónoma Buenos Aires
Renault,Logan,2017,107000,8500000.0,ARS,Río Cuarto,Córdoba
Ford,Fiesta Kinetic,2016,42000,11500.0,USD,Recoleta,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2020,90000,17500000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Citroën,Berlingo Multispace,2000,278000,6500000.0,ARS,Ciudad De San Martin,Mendoza
Toyota,Etios Sedán,2015,138355,11500000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
Chevrolet,Apache,1960,6000,14000.0,USD,San Martin,Buenos Aires (A.M.B.A.)
Chevrolet,Agile,2015,152000,11900000.0,ARS,Villa Devoto,Ciudad Autónoma Buenos Aires
Volkswagen,Saveiro,2015,79000,16000000.0,ARS,San Justo,Buenos Aires (A.M.B.A.)
Toyota,Corolla,2017,105000,25000000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Nissan,Versa,2018,135500,11200.0,USD,La Plata,Buenos Aires
FIAT,Pulse Abarth,2024,17000,5000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2024,14500,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2024,12000,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Citroën,C3 Aircross,2017,95000,16900000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Ford,Fiesta,2013,114000,10500.0,USD,Isidro Casanova,Buenos Aires (A.M.B.A.)
Ford,Fiesta,1997,235000,4700000.0,ARS,Esperanza,Santa Fe
Chevrolet,Corsa Classic,2008,191000,7000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Renault,Alaskan,2022,78253,32000000.0,ARS,Córdoba,Córdoba
Chevrolet,Agile,2013,123559,11300000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
Citroën,C3 Aircross,2015,121000,14000000.0,ARS,Las Heras,Mendoza
FIAT,Strada,2024,20000,6000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Renault,Fluence,2011,92500,11900000.0,ARS,Santa Fe,Santa Fe
Citroën,Berlingo Furgón,2021,200000,18000000.0,ARS,Campana,Buenos Aires
Peugeot,206,2006,246000,7000000.0,ARS,Ramos Mejia,Buenos Aires (A.M.B.A.)
FIAT,Siena,2011,185000,9000000.0,ARS,Isidro Casanova,Buenos Aires (A.M.B.A.)
Volkswagen,Nivus,2024,19999,3999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Ranger Raptor,2025,2550,69000.0,USD,Balvanera,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Country,2008,195700,7500000.0,ARS,La Plata,Buenos Aires
Mercedes,Vito,2023,90000,33500.0,USD,Chacras de Coria,Mendoza
Volkswagen,Passat,2014,153000,15000000.0,ARS,Neuquén,Neuquén
Jeep,Compass,2017,98000,28000000.0,ARS,Moron,Buenos Aires (A.M.B.A.)
Volkswagen,Nivus,2024,20000,2999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Mondeo,2016,150000,26000000.0,ARS,Florencio Varela,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2017,122000,21800000.0,ARS,Necochea,Buenos Aires
Chevrolet,Tracker,2018,119500,14000.0,USD,Córdoba,Córdoba
Mitsubishi,L200,2015,260000,25000000.0,ARS,Lules,Tucumán
FIAT,Strada,2024,140000,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,SW4,2025,16000,59000.0,USD,Necochea,Buenos Aires
Renault,Kangoo,2017,135000,12000000.0,ARS,Quilmes Oeste,Buenos Aires (A.M.B.A.)
Peugeot,208,2024,15000,2999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Mercedes,Clase GLB,2025,21000,56000.0,USD,Flores,Ciudad Autónoma Buenos Aires
FIAT,Palio Weekend,2006,101000,9000000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2019,66000,19000000.0,ARS,Salta,Salta
Chevrolet,Cruze,2022,170000,20400000.0,ARS,Villa Carlos Paz,Córdoba
Peugeot,208,2021,41000,6500000.0,ARS,Cabildo,Buenos Aires
Volkswagen,Polo 5P,2024,47200,15500.0,USD,San Isidro,Buenos Aires (A.M.B.A.)
FIAT,Strada,2021,91000,26000000.0,ARS,Alta Gracia,Córdoba
FIAT,Fastback Abarth,2024,17500,3579999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
FIAT,Fastback,2024,22500,6999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Renault,Alaskan,2022,92500,31300000.0,ARS,El Challao,Mendoza
Toyota,Corolla,2015,368000,16500000.0,ARS,Lujan de Cuyo,Mendoza
Nissan,Note,2018,124000,16500000.0,ARS,La Pala,Buenos Aires
Jeep,Renegade,2019,59000,20000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Peugeot,207 Compact,2010,110000,9400000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Volkswagen,Polo,2019,75500,19000000.0,ARS,Mendoza,Mendoza
Ford,EcoSport,2009,256000,8200000.0,ARS,Sierra Grande,Río Negro
Toyota,Hilux,2021,36700,53000000.0,ARS,Salta,Salta
Volkswagen,Vento,2018,30000,27900000.0,ARS,Puerto Madero,Ciudad Autónoma Buenos Aires
Citroën,C4 Cactus,2019,149000,18990000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Ka,2020,52300,18000000.0,ARS,San Miguel de Tucumán,Tucumán
Chevrolet,Agile,2012,90000,11500000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Cruze,2016,138000,17500000.0,ARS,La Plata,Buenos Aires
Ford,Fiesta,2004,225000,5800000.0,ARS,Las Heras,Mendoza
Citroën,C3 Aircross,2017,80000,17890000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Honda,HR-V,2018,96000,28900000.0,ARS,Puerto Madero,Ciudad Autónoma Buenos Aires
Peugeot,308,2016,135000,12500000.0,ARS,Colonia Avellaneda,Entre Ríos
FIAT,Pulse,2024,44857,33500000.0,ARS,San Luis,San Luis
Volkswagen,Amarok,2013,210000,26500000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze RS,2023,33000,32000000.0,ARS,Salta,Salta
Renault,Duster,2018,189000,19900000.0,ARS,Malagueño,Córdoba
Volkswagen,Amarok,2024,23000,3499999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Focus,2011,155000,10000000.0,ARS,Corrientes,Corrientes
FIAT,Argo,2018,89000,17900000.0,ARS,San Francisco,Córdoba
Toyota,Corolla,1998,250000,7500000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Nissan,Frontier,2021,40000,37500000.0,ARS,Villa Urquiza,Ciudad Autónoma Buenos Aires
Renault,Sandero,2017,75000,17500000.0,ARS,San Luis,San Luis
Volkswagen,up!,2016,86200,14500000.0,ARS,Lujan de Cuyo,Mendoza
Volkswagen,Amarok,2024,22500,6509999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
KIA,Sportage,2013,163000,13500.0,USD,Belgrano,Ciudad Autónoma Buenos Aires
Volkswagen,Voyage,2016,150000,14800000.0,ARS,Mayor Drummond,Mendoza
Peugeot,207 Compact,2011,166000,7500000.0,ARS,El Talar,Buenos Aires (A.M.B.A.)
MINI,Cooper,2004,95000,2000000.0,ARS,Barra Concepcion,Misiones
FIAT,Cronos,2022,70000,1950000.0,ARS,Córdoba,Córdoba
Chevrolet,Onix,2020,132000,17500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Chevrolet,S 10,2018,266000,25000000.0,ARS,Salta,Salta
Peugeot,2008,2024,17000,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,Etios Hatchback,2022,87000,21500000.0,ARS,Rosario,Santa Fe
FIAT,Strada,2024,14500,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
FIAT,500,2011,116000,10800.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
Citroën,C4 Cactus,2021,80500,19700000.0,ARS,Rosario,Santa Fe
Citroën,C4,2018,140121,16500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Chevrolet,Spin,2019,100000,19200000.0,ARS,Corrientes,Corrientes
Volkswagen,Amarok,2015,175000,17200.0,USD,Benavidez,Buenos Aires (A.M.B.A.)
Renault,Kangoo Express,2021,73000,21000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Peugeot,208,2021,38000,7200000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,Expert,2026,1,49108800.0,ARS,Colegiales,Ciudad Autónoma Buenos Aires
Volkswagen,Amarok,2024,23500,5999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Nivus,2024,25000,3999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,SW4,2009,360000,20500.0,USD,San Luis,San Luis
Ford,Focus,2014,160000,14000000.0,ARS,Junin,Mendoza
FIAT,Argo,2025,23000,24890000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
FIAT,Cronos,2019,138000,1650000.0,ARS,Córdoba,Córdoba
Chevrolet,Corsa Wagon,2007,230000,6200000.0,ARS,Villa Tulumaya,Mendoza
Peugeot,408,2013,89000,11200000.0,ARS,Ciudadela,Buenos Aires (A.M.B.A.)
Ford,Focus,2017,83500,16500000.0,ARS,San Miguel de Tucumán,Tucumán
Citroën,C3,2013,108000,14500000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Renault,Duster,2021,56000,27500000.0,ARS,Claypole,Buenos Aires (A.M.B.A.)
Nissan,Frontier,2023,150,39000000.0,ARS,Carlos Casares,Buenos Aires
Volkswagen,Fox,2010,163000,11000000.0,ARS,Puerto Tirol,Chaco
Volkswagen,Gol Trend,2022,75000,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Amarok,2024,15000,6999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,RAV4,2019,138000,27500.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Citroën,C4 Lounge,2017,195000,14000000.0,ARS,Tandil,Buenos Aires
Ford,Fiesta,2016,170000,8500.0,USD,20 de Junio,Buenos Aires (A.M.B.A.)
Peugeot,3008 SUV,2026,1,62706000.0,ARS,Colegiales,Ciudad Autónoma Buenos Aires
FIAT,Fastback,2025,10800,24500000.0,ARS,Villa Luro,Ciudad Autónoma Buenos Aires
Honda,HR-V,2019,80000,23000.0,USD,Bahía Blanca,Buenos Aires
FIAT,Fastback,2024,20000,7000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Peugeot,208,2023,15000,24000000.0,ARS,Villa Lugano,Ciudad Autónoma Buenos Aires
Peugeot,2008,2024,15000,5999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Citroën,C3 Picasso,2012,58000,13000000.0,ARS,Parque Patricios,Ciudad Autónoma Buenos Aires
Chevrolet,Agile,2015,145000,10500000.0,ARS,Alderetes,Tucumán
Chevrolet,Prisma,2018,58400,13000000.0,ARS,Capilla del Monte,Córdoba
Chevrolet,Agile,2013,155000,7000000.0,ARS,Río Cuarto,Córdoba
Peugeot,207 Compact Sedán,2011,88000,11000000.0,ARS,La Paternal,Ciudad Autónoma Buenos Aires
Nissan,Versa,2017,44000,16500000.0,ARS,Colonia Avellaneda,Entre Ríos
Peugeot,Partner,2024,20000,6000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2023,32000,24500000.0,ARS,Luzuriaga,Mendoza
Ford,Focus,2016,34500,24490000.0,ARS,El Challao,Mendoza
Volkswagen,Taos,2024,20000,7499999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2016,97500,17900000.0,ARS,Villa Devoto,Ciudad Autónoma Buenos Aires
Dodge,Journey,2010,150000,15000000.0,ARS,Córdoba,Córdoba
Citroën,C3,2025,14400,6500.0,USD,Liniers,Ciudad Autónoma Buenos Aires
Volkswagen,up!,2015,140000,15200000.0,ARS,Berazategui,Buenos Aires (A.M.B.A.)
FIAT,Siena,2016,91100,12900000.0,ARS,Córdoba,Córdoba
Volkswagen,Polo 5P,2024,25600,2999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Ka Freestyle,2020,35000,14000.0,USD,Haedo,Buenos Aires (A.M.B.A.)
Renault,Sandero Stepway,2015,93500,16150001.0,ARS,San Francisco,Córdoba
Volkswagen,Gol,2009,54000,3800.0,USD,San Martin,Buenos Aires (A.M.B.A.)
Volkswagen,Gol,2010,140000,8300000.0,ARS,Constitución,Ciudad Autónoma Buenos Aires
Volkswagen,Nivus,2024,20000,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Classic,2010,104000,9500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2019,84691,19500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Ford,Maverick,2025,10600,46000000.0,ARS,Villa Lugano,Ciudad Autónoma Buenos Aires
Chevrolet,Equinox,2024,42500,40000000.0,ARS,Villa Constitución,Santa Fe
Honda,Civic,1999,300000,6500000.0,ARS,Rodeo De La Cruz,Mendoza
Citroën,C4 Lounge,2018,129000,15400000.0,ARS,Rosario,Santa Fe
Peugeot,208,2024,22500,3999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Foton,Aumark TM1 Cabina Simple,2025,4400,32000000.0,ARS,Córdoba,Córdoba
